system:index,precipitation
20000601000000,0.053670011367822734
20000701000000,0.2743348503958237
20000801000000,0.1014888400481589
20000901000000,0.15178512982548564
20001001000000,0.13656746204188408
20001101000000,0.1845229593488771
20001201000000,0.12073874815097414
20010101000000,0.1685675899810191
20010201000000,0.12590440233620584
20010301000000,0.26908894129420774
20010401000000,0.18339033864938445
20010501000000,0.06260075186896083
20010601000000,0.09772643512701519
20010701000000,0.13578355045504933
20010801000000,0.11049178706262193
20010901000000,0.1867588640031253
20011001000000,0.10458644477486005
20011101000000,0.16439137228488773
20011201000000,0.12857721202318365
20020101000000,0.09335530560791407
20020201000000,0.294542096667485
20020301000000,0.12054754545821858
20020401000000,0.06968258282972352
20020501000000,0.11283335524818522
20020601000000,0.06759740081654862
20020701000000,0.11540563266313422
20020801000000,0.1356428278080164
20020901000000,0.0722391778556398
20021001000000,0.1742560373635144
20021101000000,0.2271509458200138
20021201000000,0.13906429134199222
20030101000000,0.1780554416173991
20030201000000,0.04557759559382928
20030301000000,0.052191611165125676
20030401000000,0.07651556030150453
20030501000000,0.11518215043550266
20030601000000,0.06281457326791327
20030701000000,0.08945072926247796
20030801000000,0.0665060480386745
20030901000000,0.06012329739646647
20031001000000,0.13831308276634702
20031101000000,0.08564834990547399
20031201000000,0.08003546432476656
20040101000000,0.22747319831140936
20040201000000,0.05926940016593663
20040301000000,0.0634486653427924
20040401000000,0.08096417108413935
20040501000000,0.09333999522087072
20040601000000,0.08846595462027361
20040701000000,0.12405045290410112
20040801000000,0.20023484003118108
20040901000000,0.06999793982559775
20041001000000,0.1507043626462902
20041101000000,0.08109546147710171
20041201000000,0.09853530283800434
20050101000000,0.0989101086668966
20050201000000,0.12304376877494305
20050301000000,0.06022317033967895
20050401000000,0.1220797746735916
20050501000000,0.10655971718892444
20050601000000,0.07739320140159542
20050701000000,0.12630229024202103
20050801000000,0.08044036987735
20050901000000,0.10126708492113573
20051001000000,0.06795040839998069
20051101000000,0.0765122570186626
20051201000000,0.12173192811279575
20060101000000,0.05081092876231726
20060201000000,0.11900644771917929
20060301000000,0.17726364979693732
20060401000000,0.07305340104645816
20060501000000,0.16760690290230595
20060601000000,0.06635215293824863
20060701000000,0.04648226804699142
20060801000000,0.24242204185915298
20060901000000,0.08659544190303137
20061001000000,0.15641105467422978
20061101000000,0.10840405549138772
20061201000000,0.10455989781625812
20070101000000,0.15442609897830556
20070201000000,0.20642263153389065
20070301000000,0.14596251702094082
20070401000000,0.01124777453345858
20070501000000,0.16943003998093004
20070601000000,0.16872663001893887
20070701000000,0.15921870764376522
20070801000000,0.16492515791660353
20070901000000,0.09088629748068493
20071001000000,0.033695168407161344
20071101000000,0.10878397706292915
20071201000000,0.15303428820708126
20080101000000,0.12083431647506522
20080201000000,0.12051032259201727
20080301000000,0.18246310063910942
20080401000000,0.12453531023043084
20080501000000,0.08168737147806018
20080601000000,0.1014827799456744
20080701000000,0.1074096686074365
20080801000000,0.1280237515711872
20080901000000,0.1293089977629938
20081001000000,0.12477678952931132
20081101000000,0.07030981144979866
20081201000000,0.098485856262798
20090101000000,0.07697780128975007
20090201000000,0.12308944261392002
20090301000000,0.13378529965268962
20090401000000,0.06943927148873258
20090501000000,0.07828556210209353
20090601000000,0.1309434742193707
20090701000000,0.14762791116126067
20090801000000,0.06449750679766234
20090901000000,0.05771643785918049
20091001000000,0.0757894037656181
20091101000000,0.20376773747494384
20091201000000,0.18078972005171068
20100101000000,0.08768851181350046
20100201000000,0.1520018570239991
20100301000000,0.08661170209909443
20100401000000,0.03563285074649387
20100501000000,0.13408298203536667
20100601000000,0.08447883919165902
20100701000000,0.09744059234393128
20100801000000,0.20301490560292176
20100901000000,0.1128537648579848
20101001000000,0.06505691360322646
20101101000000,0.1592519717444431
20101201000000,0.20318669768161776
20110101000000,0.1232188446571238
20110201000000,0.058751766911716706
20110301000000,0.032864390260420186
20110401000000,0.03588283560778003
20110501000000,0.05158149553360802
20110601000000,0.13277272149634697
20110701000000,0.1110167679305083
20110801000000,0.1457985109746269
20110901000000,0.06690855956967649
20111001000000,0.06902432030683717
20111101000000,0.01659710815194865
20111201000000,0.28121352025597773
20120101000000,0.1725332548625982
20120201000000,0.03479292088624763
20120301000000,0.03452771567837322
20120401000000,0.11806027587425555
20120501000000,0.10932057129630805
20120601000000,0.16640028642145327
20120701000000,0.13086216829867253
20120801000000,0.0631978446638617
20120901000000,0.08992596382401526
20121001000000,0.130377359883314
20121101000000,0.12663689777122736
20121201000000,0.22359190511054836
20130101000000,0.09625218772244276
20130201000000,0.10551957943895901
20130301000000,0.07288120056298208
20130401000000,0.12534142170311122
20130501000000,0.20939985151103485
20130601000000,0.1254067188364383
20130701000000,0.0718081198216131
20130801000000,0.08038361160871087
20130901000000,0.15264981199682504
20131001000000,0.20408936007899725
20131101000000,0.16575830833778146
20131201000000,0.09730198080471503
20140101000000,0.1079501823156016
20140201000000,0.1418418927958228
20140301000000,0.02378541743495574
20140401000000,0.031085486945196056
20140501000000,0.11027151527972735
20140601000000,0.0632120366067578
20140701000000,0.20981227347630177
20140801000000,0.16682494397147635
20140901000000,0.05081410989444637
20141001000000,0.1374190763248459
20141101000000,0.11123213724415633
20141201000000,0.13552352643869575
20150101000000,0.17078575842510973
20150201000000,0.07969799893317071
20150301000000,0.0827143487071731
20150401000000,0.09218744015788989
20150501000000,0.07213913233154041
20150601000000,0.07465646715239638
20150701000000,0.05080743615553659
20150801000000,0.09824604999088282
20150901000000,0.1476747982244368
20151001000000,0.044418531475213296
20151101000000,0.14745410989974772
20151201000000,0.05523041493520446
20160101000000,0.17768962804436964
20160201000000,0.19229990096386534
20160301000000,0.12717034034355768
20160401000000,0.14726290594490676
20160501000000,0.14937434261257757
20160601000000,0.2277887568389953
20160701000000,0.07696681801970942
20160801000000,0.045312945027399756
20160901000000,0.05374980537209301
20161001000000,0.07563957712994343
20161101000000,0.12365368513748642
20161201000000,0.020941677586968837
20170101000000,0.07611070622228937
20170201000000,0.11670844789346775
20170301000000,0.10141392832636792
20170401000000,0.026233781731472776
20170501000000,0.08135319559078551
20170601000000,0.08527418403376776
20170701000000,0.16099031145262677
20170801000000,0.10509104370179977
20170901000000,0.13046768795671113
20171001000000,0.06990460092964786
20171101000000,0.17541840777458756
20171201000000,0.17750251086164115
20180101000000,0.2506401619159062
20180201000000,0.054594399277328856
20180301000000,0.10584097176304079
20180401000000,0.07256429444119582
20180501000000,0.1576778564974099
20180601000000,0.08626679356139923
20180701000000,0.045566105105840755
20180801000000,0.09050810998160934
20180901000000,0.054670397229202694
20181001000000,0.03505158019366225
20181101000000,0.08294999641455551
20181201000000,0.20319896972849893
20190101000000,0.11526478982847785
20190201000000,0.07570393081533812
20190301000000,0.1287103581277792
20190401000000,0.08365218217505571
20190501000000,0.11344725395099542
20190601000000,0.071936140445496
20190701000000,0.05884165956940909
20190801000000,0.09657453081672175
20190901000000,0.07969950331259867
20191001000000,0.1619379131534102
20191101000000,0.13426467068368086
20191201000000,0.16056245755797893
20200101000000,0.08299043269441381
20200201000000,0.2537829177854804
20200301000000,0.11013586370802506
20200401000000,0.033263289538312514
20200501000000,0.07071163940869585
20200601000000,0.12054582258797678
20200701000000,0.03079327012625051
20200801000000,0.08429725070463254
20200901000000,0.07586727045812551
20201001000000,0.14733513326419367
20201101000000,0.05112291072647873
20201201000000,0.16169447985476348
20210101000000,0.17037632536758096
20210201000000,0.10485889467334789
20210301000000,0.08111876321671757
20210401000000,0.05423603403036997
20210501000000,0.14038629701996883
20210601000000,0.13927989015566555
20210701000000,0.20978420273762208
20210801000000,0.11152596041387577
20210901000000,0.054168735291986535
20211001000000,0.08682569184563026
20211101000000,0.07534288448354164
20211201000000,0.11736040159727894
20220101000000,0.11635343226257458
20220201000000,0.133860742166056
20220301000000,0.041222776199895145
20220401000000,0.09734036928078994
20220501000000,0.057811075031232353
20220601000000,0.1047331584260349
20220701000000,0.02033266027255235
20220801000000,0.05117464424133418
20220901000000,0.16001473725882753
20221001000000,0.13386514992144463
20221101000000,0.13139312355751995
20221201000000,0.113889814906942
20230101000000,0.14970344125702734
20230201000000,0.0326618382411376
20230301000000,0.16998460710011487
20230401000000,0.09656395288416661
20230501000000,0.05995585509314853
20230601000000,0.03560918865611765
20230701000000,0.13675890820719297
20230801000000,0.16463490439968412
20230901000000,0.061477317123972336
20231001000000,0.16838815131050822
20231101000000,0.19994654989216287
20231201000000,0.1376499571956228
20240101000000,0.14110887557321064
20240201000000,0.15648074318482388
20240301000000,0.12527660911327487
20240401000000,0.1031963480753473
20240501000000,0.247199173230592
20240601000000,0.11417747536674555
20240701000000,0.12779334082641516
20240801000000,0.10642941497362703
20240901000000,0.16335756654245323
20241001000000,0.1293484479239865
20241101000000,0.10248432665881964
20241201000000,0.1126370614325669
20250101000000,0.18943466482210736
20250201000000,0.0744343756510303
20250301000000,0.03380820875803728
20250401000000,0.07284569771625332
20250501000000,0.07135439649497971
20250601000000,0.09663963354555188
20250701000000,0.14035484570876317
20250801000000,0.08974451566441644
20250901000000,0.22270029940014083
